YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.4,21.4,,,19.1,23.9,6586,,,,,,American Indian/Alaska Native,,PA,PA1,Q044,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,25.4,25.4,,,23.1,27.9,7975,,,,,,2 or more races,,PA,PA1,Q044,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.6,22.6,,,19.3,26.2,2189,,,,,,Other,,PA,PA1,Q044,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.2,20.2,,,19.9,20.4,428975,Total,,,,,,,PA,PA1,Q044,VALUE,59,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.0,23.0,,,22.6,23.4,175508,,,,Male,,,,PA,PA1,Q044,VALUE,59,Gender,Male,GEN,MALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,17.5,17.5,,,17.2,17.8,253467,,,,Female,,,,PA,PA1,Q044,VALUE,59,Gender,Female,GEN,FEMALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.3,26.3,,,26.0,26.6,450093,Total,,,,,,,PA,PA1,Q047,VALUE,59,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,19.8,19.8,,,19.1,20.4,52294,,35 - 44,,,,,,PA,PA1,Q044,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.5,18.5,,,17.9,19.0,74177,,45 - 54,,,,,,PA,PA1,Q044,VALUE,59,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.5,16.5,,,16.0,17.0,96167,,55 - 64,,,,,,PA,PA1,Q044,VALUE,59,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.0,16.0,,,15.6,16.4,140669,,65 or older,,,,,,PA,PA1,Q044,VALUE,59,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.3,28.3,,,27.3,29.3,27312,,,,,,Hispanic,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.4,20.4,,,20.2,20.7,337770,,,,,,Non-Hispanic White,,PA,PA1,Q044,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.4,20.4,,,19.5,21.3,33184,,,,,,Non-Hispanic Black,,PA,PA1,Q044,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.5,34.5,,,32.0,37.1,8003,,,,,,2 or more races,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.3,33.3,,,29.7,37.2,2212,,,,,,Other,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.2,31.2,,,30.9,31.4,429607,Total,,,,,,,PA,PA1,Q045,VALUE,59,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.0,33.0,,,32.5,33.4,175853,,,,Male,,,,PA,PA1,Q045,VALUE,59,Gender,Male,GEN,MALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.5,29.5,,,29.1,29.8,253754,,,,Female,,,,PA,PA1,Q045,VALUE,59,Gender,Female,GEN,FEMALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.8,27.8,,,27.1,28.6,52332,,35 - 44,,,,,,PA,PA1,Q045,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,33.0,33.0,,,31.0,35.1,7904,,,,,,Asian,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.9,31.9,,,31.2,32.5,96318,,55 - 64,,,,,,PA,PA1,Q045,VALUE,59,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.7,37.7,,,37.2,38.2,141069,,65 or older,,,,,,PA,PA1,Q045,VALUE,59,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.2,33.2,,,32.9,33.5,338108,,,,,,Non-Hispanic White,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.1,27.1,,,26.1,28.1,33272,,,,,,Non-Hispanic Black,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.8,25.8,,,24.9,26.8,26566,,,,,,Hispanic,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.4,27.4,,,25.4,29.5,7706,,,,,,Asian,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,32.7,32.7,,,26.4,39.5,742,,,,,,Hawaiian/Pacific Islander,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.5,24.5,,,24.1,24.9,183641,,,,Male,,,,PA,PA1,Q047,VALUE,59,Gender,Male,GEN,MALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.1,35.1,,,32.4,38.0,6621,,,,,,American Indian/Alaska Native,,PA,PA1,Q045,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.5,29.5,,,28.8,30.3,53945,,35 - 44,,,,,,PA,PA1,Q046,VALUE,59,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,26.0,26.0,,,25.4,26.6,76085,,45 - 54,,,,,,PA,PA1,Q046,VALUE,59,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.9,23.9,,,23.4,24.5,100372,,55 - 64,,,,,,PA,PA1,Q046,VALUE,59,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.8,21.8,,,21.4,22.2,146411,,65 or older,,,,,,PA,PA1,Q046,VALUE,59,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.3,29.3,,,29.0,29.6,348892,,,,,,Non-Hispanic White,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.6,30.6,,,29.6,31.6,34843,,,,,,Non-Hispanic Black,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.9,31.9,,,29.3,34.6,6844,,,,,,American Indian/Alaska Native,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.6,29.6,,,29.3,29.9,444324,Total,,,,,,,PA,PA1,Q046,VALUE,59,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,38.2,38.2,,,35.6,40.9,8210,,,,,,2 or more races,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.8,34.8,,,34.3,35.2,181263,,,,Male,,,,PA,PA1,Q046,VALUE,59,Gender,Male,GEN,MALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.7,24.7,,,24.4,25.1,263061,,,,Female,,,,PA,PA1,Q046,VALUE,59,Gender,Female,GEN,FEMALE
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.1,34.1,,,30.4,38.0,2337,,,,,,Other,,PA,PA1,Q046,VALUE,59,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.5,24.5,,,24.2,24.8,353068,,,,,,Non-Hispanic White,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.2,31.2,,,30.3,32.2,35380,,,,,,Non-Hispanic Black,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.3,31.3,,,30.2,32.3,27745,,,,,,Hispanic,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.3,23.3,,,21.5,25.2,8013,,,,,,Asian,,PA,PA1,Q047,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
